pppoe,185,"PPP over Ethernet (PPPoE) provides the ability to connect a network of hosts over a simple bridging access device to a remote Access Concentrator."
nasa,186,"This protocol plug-in classifies the http traffic to the host nasa.gov."
_17173com,187,"Website distributing Chinese games."
qq_lady,188,"Tencent fashion website."
vmtp,189,"The VMTP protocol (VMTP) is found over the IP layer (IANA protocol number: 81)."
incomplete,190,"Incomplete is used when the protocol signature is too long."
isl,191,"InterSwitch Link Frame Format is a Cisco proprietary protocol used between network equipment of a LAN to transmit VLAN membership information of a frame."
buzzfeed,192,"International news webportal."
altiris,193,"Altiris provides service-oriented management solutions which allow managing IT infrastructures."
_2shared,194,"2shared is an online space for sharing and storage."
nexon,195,"This protocol plug-in classifies the http traffic to the host www.nexon.com."
fluxiom,196,"This protocol plug-in classifies the http traffic to the host fluxiom.com. It also classifies the ssl traffic to the Common Name fluxiom.com."
ddp,197,"The DDP protocol (Datagram Delivery Protocol) is found over the IP layer (IANA protocol number: 37)."
meetin,198,"This protocol plug-in classifies the http traffic to the host meetin.org."
abcnews,199,"This protocol plug-in classifies the http traffic to the hosts abcnews.com and abcnews.go.com."
h248_binary,200,"h248 Protocol (Megaco) in binary mode."
slingbox,201,"Slingbox is a streaming protocol over the Internet used to watch and control TV shows received from your home devices."
yahoo_geocities,202,"This protocol plug-in classifies the http traffic to the host geocities.yahoo.com."
iloveim,203,"This protocol plug-in classifies the http traffic to the host iloveim.com."
mcs,204,"Multipoint Communication Service (MCS) is a multipoint data delivery service for use in multimedia and audiovisual conferencing service. It provides the mechanism for multipoint aware applications to send data to all or a subset of the group with a single send primitive and to force"
kugou,205,"Kugou is a multimedia peer-to-peer application providing file sharing"
xiami,206,"Chinese Music P2P community website."
nba_china,207,"Chinese NBA website."
google_maps,208,"Google Maps can be used to calculate routes and to look at maps."
mbc,209,"This protocol plug-in classifies the http traffic to the host www.imbc.com."
qq_games,210,"Tencent game portal providing game reviews"
digg,211,"This protocol plug-in classifies the http traffic to the host digg.com."
pnni,212,"The PNNI protocol (PNNI over IP) is found over the IP layer (IANA protocol number: 102)."
ppstream,213,"The ppstream protocol provides audio and video streaming. It is based on bittorent (peer-to-peer) technology. It is mainly used in China."
ssdp,214,"Simple Service Discovery Protocol (SSDP) provides a mechanism whereby network clients can discover desired network services."
share,215,"Share is a free peer-to-peer application allowing users to exchange files anonymously and in a secure way."
kompas,216,"This protocol plug-in classifies the http traffic to the host kompas.com."
ipp,217,"Internet Printing Protocol (IPP) is a standard used for remote printing using Internet tools and technologies."
soufun,218,"This protocol plug-in classifies the http traffic to the host soufun.com."
internations,219,"This protocol plug-in classifies the http traffic to the host internations.org. It also classifies the ssl traffic to the Common Name .internations.org."
gizmo,220,"Gizmo was an instant messaging service"
psiphon,221,"This protocol plug-in classifies the http traffic to the host psiphon.ca."
rpc,222,"RPC (Remote Procedure Call) is an easy and popular paradigm for implementing the client-server model of distributed computing. A request is sent to a remote system to execute a designated procedure"
nonghyup_bank,223,"This protocol plug-in classifies the http traffic to the host nohyup.com."
berniaga,224,"This protocol plug-in classifies the http traffic to the host berniaga.com."
radmin,225,"Radmin is a control software which is able to establish a remote secure connection between computers."
csdn,226,"This protocol plug-in classifies the http traffic to the host csdn.net."
dnshop,227,"This protocol plug-in classifies the http traffic to the host dnshop.com."
books_iread,228,"This protocol plug-in classifies the http traffic to the host weread.com."
poker_stars,229,"Pocker Stars is an online poker cardroom."
_0zz0,230,"0zz0 is an online solution to store"
ypserv,231,"Yellow Pages Server is a protocol used to distribute NIS databases to client systems within an NIS domain."
mpls_in_ip,232,"The MPLS_IN_IP protocol (Multi Protocol Label Switching data-carrying mechanism) is found over the IP layer (IANA protocol number: 137)."
xhamster,233,"Pornographic videos streaming platform."
sayclub,234,"This protocol plug-in classifies the http traffic to the host sayclub.com."
adrive,235,"This protocol plug-in classifies the http traffic to the host adrive.com. It also classifies the ssl traffic to the Common Name adrive.com."
eons,236,"This protocol plug-in classifies the http traffic to the host eons.com."
salesforce,237,"This protocol plug-in classifies the ssl traffic to the Common Name .salesforce.com."
cdp,238,"Cisco Discovery Protocol (CDP) is a layer 2 protocol used by Cisco network equipments to discover other Cisco network equipments present on a link."
airaim,239,"This protocol plug-in classifies the http traffic to the host airaim.com. It also classifies the ssl traffic to the Common Name airaim.com."
tagoo,240,"This protocol plug-in classifies the http traffic to the host tagoo.ru. It also classifies the ssl traffic to the Common Name tagoo.ru."
xyplex,241,"Xyplex is used to communicate with Xyplex servers."
srp,242,"The SRP protocol (SpectraLink Radio Protocol) is found over the IP layer (IANA protocol number: 119)."
ymsg_conf,243,"This protocol is used in signaling part in a conference."
pptp,244,"Point-to-Point Tunneling Protocol allows the Point to Point Protocol (PPP) to be tunnelled through an IP network."
people,245,"This protocol plug-in classifies the http traffic to the host people.com.cn."
ftp_data,246,"This protocol is used to transport data in data connection of FTP communication."
rlp,247,"Resource Location Protocol (RLP) is a protocol used to discover the location of resources present in a network."
kompasiana,248,"This protocol plug-in classifies the http traffic to the host kompasiana.com."
sybase,249,"Sybase protocols are used to exchange messages (namely authentication and SQL queries) between database clients and servers developed by the Sybase Company."
playahead,250,"This protocol plug-in classifies the http traffic to the host playahead.se."
ip_rdp,251,"The IP_RDP protocol (Reliable Data Protocol over IP) is found over the IP layer (IANA protocol number: 27)."
usatoday,252,"This protocol plug-in classifies the http traffic to the host usatoday.com."
lativ,253,"Taiwanese online clothes shop."
republika,254,"This protocol plug-in classifies the http traffic to the host republika.co.id."
espn,255,"American news website/resources about sports."
aimini,256,"Aimini is an online solution to store"
photobucket,257,"Photo sharing web-service"
nvp_ii,258,"The NVP_II protocol (Network Voice Protocol) is found over the IP layer (IANA protocol number: 11)."
gtp,259,"The GPRS Tunneling Protocol (GTP) is used to create a tunnel between the SGSN and GGSNs of a mobile operator network"
dreamwiz,260,"This protocol plug-in classifies the http traffic to the host dreamwiz.com."
segye,261,"This protocol plug-in classifies the http traffic to the host segye.com."
ziddu,262,"This protocol plug-in classifies the http traffic to the host ziddu.com."
nydailynews,263,"This protocol plug-in classifies the http traffic to the host nydailynews.com."
gaiaonline,264,"This protocol plug-in classifies the http traffic to the host gaiaonline.com. It also classifies the ssl traffic to the Common Name .gaiaonline.com."
ctrip,265,"Travel Destination Guide"
hotline,266,"The Hotline protocol is used to upload/download files"
icecast,267,"Icecast is a protocol used to stream audio files over HTTP."
mtv,268,"This protocol plug-in classifies the http traffic to the host mtv.com."
yoono,269,"This protocol plug-in classifies the http traffic to the host .yoono.com."
netlog,270,"Netlog is a social networking website"
pp,271,"ISO 8823/X.226 OSI PRESENTATION PROTOCOL (PP)."
dailymail,272,"This protocol plug-in classifies the http traffic to the host dailymail.co.uk."
paltalk_transfer,273,"Paltalk is an instant messaging protocol"
google_toolbar,274,"The Google Toolbar is an extension for Internet Explorer and Mozilla Firefox which provides a search box"
windows_marketplace,275,"Windows Phone Marketplace is a service by Microsoft for its Windows Phone 7 platform that allows users to browse and download applications that have been developed by third-parties."
whois,276,"WHOIS is a query and response protocol that is widely used for querying databases that store the registered users or assignees of an Internet resource"
capwap,277,"CAPWAP stands for Control And Provisioning of Wireless Access Points. It is a standard"
yahoo_screen,278,"This protocol plug-in classifies the http traffic to the host screen.yahoo.com."
qik_video,279,"QIK is a PC/smartphone application allowing live and VOD streaming from the web. The video chat additional feature is not supported yet."
zelune,280,"This protocol plug-in classifies the http traffic to the host zelune.info."
pipe,281,"The PIPE protocol (Private IP Encapsulation within IP) is found over the IP layer (IANA protocol number: 131)."
priceminister,282,"This protocol plug-in classifies the http traffic to the host priceminister.com."
ipcp,283,"The IP Control Protocol (IPCP) is used to configure IP parameters of a station on a Point To Point link."
drda,284,"DRDA is a protocol for carrying out SQL queries and commands."
any_0hop,285,"The ANY_0HOP protocol (Any 0-hop protocol) is found over the IP layer (IANA protocol number: 114)."
unassigned_ip_prot,286,"Unassigned protocol found over the IP layer (IANA protocol number ranging from 143 to 252)."
yahoo_douga,287,"This protocol plug-in classifies the http traffic to the host streaming.yahoo.co.jp."
talenttrove,288,"This protocol plug-in classifies the http traffic to the host lafango.com."
doubleclick_ads,289,"Doubleclick ads"
paltalk,290,"Paltalk is an instant messaging protocol."
_17u,291,"Chinese online travel booking website."
fledgewing,292,"This protocol plug-in classifies the http traffic to the host fledgewing.com."
steam,293,"Steam is a digital distribution"
rquota,294,"The RQuota protocol enables the implementation of quotas on remote machines. It is used in conjunction with the NFS protocol."
pconline,295,"This protocol plug-in classifies the http traffic to the host pconline.com.cn."
_7k7k,296,"Chinese game portal."
gtpv2,297,"The GPRS Tunneling Protocol (GTP) version 2 is used in G4 mobile networks (LTE). Its purpose is to exchange control message between the MME"
jammerdirect,298,"This protocol plug-in classifies the http traffic to the host jammerdirect.com."
eastmoney,299,"One of Chinese most influential financial media"
biglobe_ne,300,"Japanese web portal and search site"
ocsp,301,"This network protocol is used for validating certificates."
alexa,302,"This protocol plug-in classifies the http traffic to the host alexa.com."
saberindo,303,"This protocol plug-in classifies the http traffic to the host saberindo.co.id."
ftp,304,"The FTP protocol is used for reliable data transfer between a client and a server."
youni,305,"Youni SMS is a totally free mobile messaging application."
_114la,306,"This protocol plug-in classifies the http traffic to the host 114la.com."
bonpoo,307,"This protocol plug-in classifies the http traffic to the host bonpoo.com."
ubuntu_one,308,"Ubuntu One is a cloud file storage service available on PC and smartphones."
partnerup,309,"This protocol plug-in classifies the http traffic to the host partnerup.com."
shelfari,310,"This protocol plug-in classifies the http traffic to the host shelfari.com."
livemocha,311,"This protocol plug-in classifies the http traffic to the host livemocha.com. It also classifies the ssl traffic to the Common Name .livemocha.com."
ip_exp,312,"Experimentation and testing protocol found over the IP layer (IANA protocol number ranging from 253 to 254)."
windows_azure,313,"This protocol plug-in classifies the ssl traffic to the Common Name msecnd.net."
wsp,314,"Wireless Session Protocol (WSP) is an application layer protocol present in the WAP stack. It is used by mobile stations to send SMS for example."
psn,315,"PlayStation Network (PSN) is the on-line gaming service for consoles made by Sony."
youtube,316,"Youtube is a website where users can send or watch videos."
gather,317,"This protocol plug-in classifies the http traffic to the host gather.com."
filemaker_pro,318,"FileMaker Pro is a relational database application from FileMaker Inc and which runs on Microsoft Windows as well as Mac OS."
activesync,319,"Microsoft ActiveSync is a mobile data synchronization technology and protocol developed by Microsoft"
mywebsearch,320,"This protocol plug-in classifies the http traffic to the host mywebsearch.com."
syslog,321,"Syslog protocol is used for the transmission of event notification messages across networks between a client and a server."
hatena_ne,322,"Japanese web portal dedicated to social networking"
smb,323,"The Server Message Block Protocol (SMB/SMB2) provides a method for client applications to read and write to files and to request services from server programs in a computers network."
hsrp,324,"The Cisco Hot Standby Router Protocol (HSRP) enables you to manage router redundancy in a network."
dmm_co,325,"Japanese adult videos web site"
java_update,326,"Java Update is the protocol for the update of the java virtual machines"
rtl,327,"This protocol plug-in classifies the http traffic to the host rtl.de."
pandora_tv,328,"This protocol plug-in classifies the http traffic to the host pandora.tv."
xns,329,"Xerox Network Systems is a protocol suite originally designed by Xerox PARC. Many PC networking companies such as Novell and 3Com used or currently use a variation of XNS as their primary transport protocol stack."
qq_blog,330,"Tencent blog hosting service."
postgres,331,"PostgreSQL is a sophisticated Object-Relational DBMS"
mobile_me,332,"This protocol plug-in classifies the ssl traffic to the Common Name auth.me.com."
scc_sp,333,"The SCC_SP protocol (Semaphore Communications Sec. Pro.) is found over the IP layer (IANA protocol number: 96)."
compaq_peer,334,"The COMPAQ_PEER protocol (Compaq Peer Protocol) is found over the IP layer (IANA protocol number: 110)."
comp,335,"COMP protocol is used for data compression over PPP."
peercast,336,"PeerCast is an open-source multimedia streaming protocol."
videobash,337,"This protocol plug-in classifies the http traffic to the host videobash.com."
jetdirect,338,"The Jetdirect protocol is used by HP network printers."
cnet,339,"This protocol plug-in classifies the http traffic to the host .cnet.com."
daum,340,"This protocol plug-in classifies the http traffic to the host daum.net."
facebook_mail,341,"Facebook_mail is a webmail environment on Facebook."
proxono,342,"This protocol plug-in classifies the http traffic to the hosts proxono.org and proxono.info."
rtp,343,"RTP is the real-time transport protocol used to transmit real-time data"
classmates,344,"This protocol plug-in classifies the http traffic to the host classmates.com."
sendspace,345,"This protocol plug-in classifies the http traffic to the host sendspace.com."
ymail_mobile,346,"(Deprecated) Yahoo Mail Mobile is the yahoo.com webmail adapted to mobiles."
gnunet,347,"GNUnet is a framework for secure peer-to-peer networking mainly used for anonymous file sharing. It is part of the GNU project."
icall,348,"icall is proprietary voice/video over IP protocol."
pap,349,"The Password Authentication Protocol (PAP) provides a simple authentication method over a PPP link."
windowslivespace,350,"This protocol plug-in classifies the http traffic to the host spaces.live.com."
quake,351,"Quake is a protocol allowing communication between Quake Clients and Quake servers."
esnips,352,"This protocol plug-in classifies the http traffic to the host esnips.com."
sina_finance,353,"Sina finance news portal."
vietbao,354,"This protocol plug-in classifies the http traffic to the host vietbao.vn."
kakaku,355,"Website dedicated to price comparisons and product tests."
avira_update,356,"Avira_update is the protocol used for Avira softwares updates."
iccp,357,"IEC 60870-6/TASE.2. Inter-Control Center Communications Protocol (ICCP) provides data exchange over Wide Area Networks (WANs) between utility control centers"
jango,358,"This protocol plug-in classifies the http traffic to the host jango.com."
gree,359,"Japanese web portal dedicated to smartphone games"
m2pa,360,"M2PA is a signaling peer-to-peer protocol used by MTP2 in the Signaling System 7 (SS7)."
rakuten,361,"Online market place for selling goods and auctions."
hip,362,"The HIP protocol (Host Identity Protocol) is found over the IP layer (IANA protocol number: 139)."
allocine,363,"This protocol plug-in classifies the http traffic to the host allocine.fr."
wtls,364,"Wireless Transport Layer Security (WTLS) is a security protocol"
biip,365,"This protocol plug-in classifies the http traffic to the host biip.no."
ppfilm,366,"PP Film (aka PIPI.cn or PIPI Player) is a Chinese peer-to-peer and VOD service."
indonetwork,367,"This protocol plug-in classifies the http traffic to the host indonetwork.co.id."
yahoo_travel,368,"This protocol plug-in classifies the http traffic to the hosts travel.yahoo.com and fr.voyage.yahoo.com."
_050plus,369,"050 plus is a Japanese embedded smartphone application dedicated to audio-conferencing."
yahoo_groups,370,"Yahoo! Groups offers free mailing lists"
_91com,371,"The TQ game entertainment portal."
flash,372,"Adobe Flash Media Playback is a dynamic HTTP streaming protocol used to access video contents from a smart client application."
openvpn,373,"OpenVPN is an open source software application that implements virtual private network (VPN) techniques for creating secure point-to-point or site-to-site connections in routed or bridged configurations and remote access facilities."
hgtv,374,"This protocol plug-in classifies the http traffic to the host hgtv.com."
hovrs,375,"This protocol plug-in classifies the http traffic to the hosts i711.com"
aljazeera,376,"This protocol plug-in classifies the http traffic to the host aljazeera.net."
chosun_daily,377,"This protocol plug-in classifies the http traffic to the host www.chosun.com."
interpark,378,"This protocol plug-in classifies the http traffic to the host www.interpark.com. It also classifies the ssl traffic to the Common Name .interpark.com."
stickam,379,"This protocol plug-in classifies the http traffic to the host stickam.com."
indowebster,380,"This protocol plug-in classifies the http traffic to the host indowebster.com."
laposte_webmail,381,"Laposte Webmail is a webmail protocol."
gmx,382,"GMX is a German webmail."
acse,383,"ISO 8650-1/X.227 OSI Association Control SErvice (ACSE)."
mail2000,384,"Taiwanese Webmail and SMS services."
viber,385,"Viber is a free embedded voice over-ip application"
filmaffinity,386,"This protocol plug-in classifies the http traffic to the host filmaffinity.com."
cj_mall,387,"This protocol plug-in classifies the http traffic to the host cjmall.com. It also classifies the ssl traffic to the Common Name .cjmall.com."
gougou,388,"Gougou is a chinese web search engine."
ipx_in_ip,389,"The IPX_IN_IP protocol (IPX in IP) is found over the IP layer (IANA protocol number: 111)."
ifmp,390,"The IFMP protocol (Ipsilon Flow Management Protocol) is found over the IP layer (IANA protocol number: 101)."
pixiv,391,"Web site dedicated to Japanese fanarts and drawings"
mychurch,392,"This protocol plug-in classifies the http traffic to the host mychurch.org."
sportchosun,393,"This protocol plug-in classifies the http traffic to the host sportschosun.com. It also classifies the ssl traffic to the Common Name member.sportchosun.com."
wb_mon,394,"The WB_MON protocol (WIDEBAND Monitoring) is found over the IP layer (IANA protocol number: 78)."
veetle,395,"This protocol plug-in classifies the http traffic to the host veetle.com."
my_yahoo,396,"A customizable web page with news"
soft4fun,397,"Hardware and software news site."
cbt,398,"The CBT protocol (Core-based trees) is found over the IP layer (IANA protocol number: 7)."
redtube,399,"This protocol plug-in classifies the http traffic to the host redtube.com."
telnet,400,"Telnet provides a fairly general"
sharepoint_admin,401,"SharePoint is a web application platform designed as a centralized replacement for multiple web applications"
hospitality_club,402,"This protocol plug-in classifies the http traffic to the host hospitalityclub.org."
files_to,403,"This protocol plug-in classifies the http traffic to the host files.to."
ymsg_webmessenger,404,"Yahoo webmessenger."
yahoo_stock_tw,405,"Yahoo finance Taiwanese portal."
livemail_mobile,406,"Livemail_mobile is the livemail webmail for mobile phones"
zonealarm_update,407,"This protocol plug-in classifies the http traffic to the hosts zonealarm.com and zonelabs.com. It also classifies the ssl traffic to the Common Name cm1.zonealarm.com."
pengyou,408,"This protocol plug-in classifies the http traffic to the host pengyou.com."
rpl,409,"IBM Remote Program Load allows a client computer to retrieve startup and configuration software from a server when it starts."
itsmy,410,"This protocol plug-in classifies the http traffic to the host mobile.itsmy.com."
iqiyi,411,"This protocol plug-in classifies the http traffic to the host iqiyi.com. It also classifies the ssl traffic to the Common Name .iqiyi.com."
dcn_meas,412,"The DCN_MEAS protocol (DCN Measurement Subsystems) is found over the IP layer (IANA protocol number: 19)."
heraldm,413,"This protocol plug-in classifies the http traffic to the host heraldm.com. It also classifies the ssl traffic to the Common Name emember.heraldcorp.com."
buddybuddy,414,"This protocol plug-in classifies the http traffic to the host buddybuddy.co.kr."
fillos_de_galicia,415,"This protocol plug-in classifies the http traffic to the host fillos.org."
udn,416,"Taiwan news site."
tempointeraktif,417,"This protocol plug-in classifies the http traffic to the hosts tempointeraktif.com and tempo.co."
suppersoccer,418,"This protocol plug-in classifies the http traffic to the host m.supersoccer.co.id."
keezmovies,419,"This protocol plug-in classifies the http traffic to the host keezmovies.com."
adnstream,420,"This protocol plug-in classifies the ssl traffic to the Common Name adnstream.tv."
rhapsody,421,"Rhapsody is a subcription based music streaming service."
line,422,"Line is a Japanese Instant Messaging and Voip application for smartphones and PCs. Call metadata is no more extracted from line"
rtcp,423,"The real-time transport Control protocol RTP allows monitoring of the data delivery in a manner scalable to large multicast networks"
