,,,,,,,,,,,,,,
,protocol id,proto_idname,proto_family,proto_name,proto_longname,attr_id,attr_id_name,attr_name,deprecated,attr_type,attr_desc,stream,pkt/session,content
,584,Q_PROTO_0ZZ0,Web,0zz0,0zz0.com,6,Q_0ZZ0_EMAIL_INVITED,email_invited,,string,Email to whom the invitation has been sent.,0,session_mod,0
,584,Q_PROTO_0ZZ0,Web,0zz0,0zz0.com,577,Q_MPA_NAME,name,,string,Name the user.,0,session_mod,0
,584,Q_PROTO_0ZZ0,Web,0zz0,0zz0.com,7,Q_0ZZ0_NAME_INVITED,name_invited,,string,Name of the user to whom the invitation has been sent.,0,session_mod,0
,584,Q_PROTO_0ZZ0,Web,0zz0,0zz0.com,8,Q_0ZZ0_DOWNLOAD_URL,download_url,,string,Link of the downloaded file.,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,1,Q_3GPP_LI_HI3_DOMAIN_ID,hi3_domain_id,,binary,3gpp_li HI3 Domain,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,2,Q_3GPP_LI_VERSION,version,,uint32,Version,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,3,Q_3GPP_LI_LIID,liid,,string,Lawful Interception Identifier,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,4,Q_3GPP_LI_CORRELATION_NUMBER,correlation_number,,binary,GPRS correlation number,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,5,Q_3GPP_LI_TIMESTAMP,timestamp,,string,Timestamp,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,6,Q_3GPP_LI_SEQUENCE_NUMBER,sequence_number,,uint32,Sequence number,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,7,Q_3GPP_LI_T_PDU_DIRECTION,t_pdu_direction,,uint32,T-PDU direction,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,8,Q_3GPP_LI_COUNTRY_CODE,country_code,,string,Country code according to ISO 3166-1,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,9,Q_3GPP_LI_ICE_TYPE,ice_type,,uint32,Intercepting Control Element type,0,session_mod,0
,1437,Q_PROTO_3GPP_LI,Tunneling,3gpp_li,3GPP LI,10,Q_3GPP_LI_NATIONAL_PARAMS,national_params,,binary,National parameters (other than country) in ASN.1 format,0,session_mod,0
,2346,Q_PROTO_8021AD,Network Service,8021ad,IEEE 802.1ad,1,Q_8021AD_PRIORITY,priority,,uint8,Packet priority.,0,session_fix,0
,2346,Q_PROTO_8021AD,Network Service,8021ad,IEEE 802.1ad,2,Q_8021AD_DEI,dei,,uint8,Flag used to indicate that the frame is eligible to be dropped in the presence of congestion.,0,session_fix,0
,2346,Q_PROTO_8021AD,Network Service,8021ad,IEEE 802.1ad,3,Q_8021AD_VLAN_ID,vlan_id,,uint16,VLAN Identifier of the frame.,0,session_fix,0
,7,Q_PROTO_8021Q,Network Service,8021q,802.1Q Ethernet VLAN,1,Q_8021Q_PRIORITY,priority,,uint8,Packet priority.,0,session_fix,0
,7,Q_PROTO_8021Q,Network Service,8021q,802.1Q Ethernet VLAN,2,Q_8021Q_CFI,cfi,,uint8,Flag used for compatibility reason between Ethernet type network and Token Ring type network. Canonical Format Indicator is always set to zero for Ethernet switches.,0,session_fix,0
,7,Q_PROTO_8021Q,Network Service,8021q,802.1Q Ethernet VLAN,3,Q_8021Q_VLAN_ID,vlan_id,,uint16,VLAN Identifier of the frame.,0,session_fix,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,550,Q_MPA_LOGIN,login,,string,User's login string.,0,session_fix,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,535,Q_MPA_EMAIL,email,,parent,"Parent entry, for fields belonging to the same email.",0,session_mod,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,512,Q_MPA_ACTION,action,,string,Indicates if the message is read (Read) or composed (Compose).,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,609,Q_MPA_SENDER_ENTRY,sender_entry,,parent,"Parent entry, for different elements belonging to the sender.",0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,600,Q_MPA_SENDER,sender,,string,Full address of email sender (alias followed by email address).,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,602,Q_MPA_SENDER_EMAIL,sender_email,,string,Email address of the email sender.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,601,Q_MPA_SENDER_ALIAS,sender_alias,,string,Name of the email sender.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,610,Q_MPA_RECEIVER_ENTRY,receiver_entry,,parent,"Parent entry, for different elements belonging to the email receiver.",0,session_mod,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,585,Q_MPA_RECEIVER,receiver,,string,Full address of email receiver (including cc and bcc receivers).,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,593,Q_MPA_RECEIVER_EMAIL,receiver_email,,string,Email address of message receiver (included cc and bcc receivers).,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,586,Q_MPA_RECEIVER_ALIAS,receiver_alias,,string,Name of email receiver (included cc and bcc receivers).,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,597,Q_MPA_RECEIVER_TYPE,receiver_type,,string,Type of the email receiver.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,598,Q_MPA_REPLYTO,replyto,,string,Email address to use in a reply for this message.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,532,Q_MPA_DATE,date,,string,Message date.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,607,Q_MPA_SUBJECT,subject,,string,Message subject.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,557,Q_MPA_MSG_ID,msg_id,,string,Identifier of the message.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,678,Q_MPA_CONTENT_ENTRY,content_entry,,parent,"Parent entry, information about email content.",0,session_mod,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,530,Q_MPA_CONTENT,content,,buffer,Message content.,1,session_mod,1
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,531,Q_MPA_CONTENT_TYPE,content_type,,string,Indicates the content type of transferred file.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,649,Q_MPA_CONTENT_TRANSFER_ENCODING,content_transfer_encoding,,string,Contains the encoding of the content,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,537,Q_MPA_ENCODING,encoding,,string,Page encoding,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,513,Q_MPA_ATTACH,attach,,parent,"Parent entry, for attach fields in a message.",0,session_mod,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,517,Q_MPA_ATTACH_ID,attach_id,,string,Attachment identifier.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,516,Q_MPA_ATTACH_FILENAME,attach_filename,,string,Attachment name.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,520,Q_MPA_ATTACH_TYPE,attach_type,,string,Content type of the sent attached file.,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,514,Q_MPA_ATTACH_CONTENT,attach_content,,buffer,Attached file content.,1,session_mod,1
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,519,Q_MPA_ATTACH_SIZE,attach_size,,uint32,maximal estimated size of the attachment,0,session_prt,0
,911,Q_PROTO_ACTIVESYNC,Mail,activesync,Microsoft ActiveSync,659,Q_MPA_ATTACH_TRANSFER_ENCODING,attach_transfer_encoding,,string,Contains the encoding of the attached content,0,session_prt,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,622,Q_MPA_FILE_CHUNK_CONTENT,file_chunk_content,,buffer,Content of the transferred data.,1,session_mod,1
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,621,Q_MPA_FILE_CHUNK_DATA_OFFSET,file_chunk_data_offset,,uint32,Offset of the transferred data.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,619,Q_MPA_FILE_CHUNK_LEN,file_chunk_len,,uint32,Size of the transferred piece.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,618,Q_MPA_FILE_CHUNK,file_chunk,,parent,A piece of a transferred file.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,623,Q_MPA_FILE_HASH,file_hash,,string,Hash of the transferred file.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,625,Q_MPA_FILE_IS_COMPRESSED,file_is_compressed,,uint8,Tells whether a file is compressed or not.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,542,Q_MPA_FILESIZE,filesize,,uint32,Size (byte) of the transferred file.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,541,Q_MPA_FILENAME,filename,,string,Name of the transferred file.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,538,Q_MPA_FILE,file,,parent,File related information.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,6,Q_ADC_CLIENT_VERSION,client_version,,string,Name and version of the client used by the peer.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,5,Q_ADC_PEER_HASH,peer_hash,,string,"Hash of the user ID, used to communicate with the hub and the other clients.",0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,4,Q_ADC_PEER_ID,peer_id,,string,User id assigned by the hub to the client and notified through a SID command.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,581,Q_MPA_QUERY,query,,string,Query sent to find a file.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,3,Q_ADC_COMMAND_CODE,command_code,,string,"Message action, as extracted from the three letters following the message type.",0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,2,Q_ADC_COMMAND_TYPE,command_type,,string,Command type extracted from the first character of the message.,0,session_mod,0
,1438,Q_PROTO_ADC,Peer to Peer,adc,Advanced Direct Connect,1,Q_ADC_COMMAND,command,,parent,Parent attribute denoting the start of a message of the protocol.,0,session_mod,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,6,Q_ADOBE_UPDATE_COMPONENT_LIST_ENTRY,component_list_entry,,parent,Update server's answer entry.,0,session_fix,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,7,Q_ADOBE_UPDATE_COMPONENT_LIST_NAME,component_list_name,,string,Name of a piece of Adobe software we have a new version for.,0,session_prt,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,8,Q_ADOBE_UPDATE_COMPONENT_LIST_DESC,component_list_desc,,string,"Short component update description, including version number.",0,session_prt,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,9,Q_ADOBE_UPDATE_COMPONENT_LIST_VERSION,component_list_version,,string,"Last component version available.""",0,session_prt,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,10,Q_ADOBE_UPDATE_COMPONENT_LIST_URL,component_list_url,,string,"Component update download link.""",0,session_prt,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,5,Q_ADOBE_UPDATE_UPDATE_REQUEST,update_request,,parent,Client's component update request to the update server.,0,session_fix,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,4,Q_ADOBE_UPDATE_UPDATE_MANAGER,update_manager,,string,Adobe Update Manager version and identifier.,0,session_prt,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,11,Q_ADOBE_UPDATE_PRODUCT_NAME,product_name,,string,User's request for a product update.,0,session_prt,0
,549,Q_PROTO_ADOBE_UPDATE,Web,adobe_update,Adobe Update Manager,512,Q_MPA_ACTION,action,,string,Indicates the action executed by the user.,0,session_prt,0
,2645,Q_PROTO_AFP,File Server,afp,Apple Filing Protocol,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,2645,Q_PROTO_AFP,File Server,afp,Apple Filing Protocol,538,Q_MPA_FILE,file,,parent,File related information.,0,session_mod,0
,2645,Q_PROTO_AFP,File Server,afp,Apple Filing Protocol,541,Q_MPA_FILENAME,filename,,string,Name of the transferred file.,0,session_mod,0
,2645,Q_PROTO_AFP,File Server,afp,Apple Filing Protocol,618,Q_MPA_FILE_CHUNK,file_chunk,,parent,A piece of a transferred file.,0,session_mod,0
,2645,Q_PROTO_AFP,File Server,afp,Apple Filing Protocol,619,Q_MPA_FILE_CHUNK_LEN,file_chunk_len,,uint64,Size of the transferred piece.,0,session_mod,0
,2645,Q_PROTO_AFP,File Server,afp,Apple Filing Protocol,621,Q_MPA_FILE_CHUNK_DATA_OFFSET,file_chunk_data_offset,,uint64,Offset of the transferred data.,0,session_mod,0
,2645,Q_PROTO_AFP,File Server,afp,Apple Filing Protocol,622,Q_MPA_FILE_CHUNK_CONTENT,file_chunk_content,,buffer,Content of the transferred data.,1,session_mod,1
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),545,Q_MPA_INHERIT_KEY,inherit_key,,binary,"Candidate inheritance key, generated from the first ixE-classified child session packet.",0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),546,Q_MPA_INHERIT_PARENT,inherit_parent,,binary,"Parent inheritance key, stored in an hashtable and kept until parent session expiration.",0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),525,Q_MPA_CHAT,chat,,parent,"Parent entry, empty, for fields belonging to the chat (message, sender, receiver, encoding).",0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),550,Q_MPA_LOGIN,login,,string,User's login string.,0,session_fix,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),639,Q_MPA_CHANNEL,channel,,string,Chat room name.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),552,Q_MPA_MESSAGE,message,,string,Contains the chat message.,0,session_prt,1
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),6,Q_AIM_MESSAGE_RAW,message_raw,,string,Message raw value.,0,session_prt,1
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),600,Q_MPA_SENDER,sender,,string,Contains the identity of the sender of a chat session or a file transfer.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),585,Q_MPA_RECEIVER,receiver,,string,Contains the identity of the receiver for a chat message or a file transfer.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),537,Q_MPA_ENCODING,encoding,,string_index,Message encoding.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),638,Q_MPA_USER_EMAIL,user_email,,string,Email Address of an AIN user.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),626,Q_MPA_USER_AGENT,user_agent,,string,Name of the software used.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),527,Q_MPA_CLIENT_STATUS,client_status,,string,Status of connected user.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),604,Q_MPA_SERVICE,service,,string,Current service identification string.,0,session_fix,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),538,Q_MPA_FILE,file,,parent,File related information.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),541,Q_MPA_FILENAME,filename,,string,Name of the transferred file.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),747,Q_MPA_FILENAME_ENCODING,filename_encoding,,string,Encoding of the transferred file name.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),542,Q_MPA_FILESIZE,filesize,,uint32,Size (byte) of the transferred file.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),608,Q_MPA_VERSION,version,,string,AIM software version.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),539,Q_MPA_FILE_SENDER,file_sender,,string,Contains the identity of the sender of a file transfer.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),540,Q_MPA_FILE_RECEIVER,file_receiver,,string,Contains the identity of the receiver for a file transfer.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),614,Q_MPA_CONTACT_ENTRY,contact_entry,,parent,This attribute groups information about a contact.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),528,Q_MPA_CONTACT_LOGIN,contact_login,,string,Contact login.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),529,Q_MPA_CONTACT_STATUS,contact_status,,string,Contact status.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),1,Q_AIM_ICON_DATA,icon_data,,buffer,Binary data containing a contact's icon.,0,session_mod,1
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),2,Q_AIM_ICON_BUDDY,icon_buddy,,string,The contact whose icon was downloaded.,0,session_mod,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),3,Q_AIM_INTERNAL_IP_ADDRESS,internal_ip_address,,ip_addr,Internal IP address of the contact.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),4,Q_AIM_EXTERNAL_IP_ADDRESS,external_ip_address,,ip_addr,External IP address of the contact.,0,session_prt,0
,8,Q_PROTO_AIM,Instant Messaging,aim,AOL Instant Messenger (formerly OSCAR),5,Q_AIM_EXTERNAL_LISTENING_PORT,external_listening_port,,uint16,External listening TCP port address of the contact.,0,session_prt,0
,275,Q_PROTO_AIM_EXPRESS,Instant Messaging,aim_express,AIM express,550,Q_MPA_LOGIN,login,,string,User's login string.,0,session_mod,0
,275,Q_PROTO_AIM_EXPRESS,Instant Messaging,aim_express,AIM express,525,Q_MPA_CHAT,chat,,parent,"Parent entry, empty, for fields belonging to the chat (message, sender, receiver, encoding).",0,session_mod,0
,275,Q_PROTO_AIM_EXPRESS,Instant Messaging,aim_express,AIM express,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,275,Q_PROTO_AIM_EXPRESS,Instant Messaging,aim_express,AIM express,552,Q_MPA_MESSAGE,message,,string,Contains the chat message.,0,session_prt,1
